"country","iso_code","continent","cases","inf_rate","deaths","death_rate","population","pop_density","median_age","pct_over_65","pct_over_70","life_expectancy","gdp_pc","pct_extreme_poverty","pct_diabetes","pct_male_smokers","pct_female_smokers","pct_pop_access_handwash","hospital_beds_per_thousand","response","bci_bci","bci_bcistd","ciri_assn","ciri_dommov","ciri_elecsd","ciri_speech","cspf_sfi","fh_aor","fh_cl","fh_feb","fh_fog","fh_pair","fh_polity2","fh_ppp","fh_pr","fhp_mcei5","fhp_status5","fi_index","gpi_gpi","p_durable","undp_hdi","vdem_polyarchy","voh_gti","wbgi_gee","wbgi_pve","wbgi_rle","wbgi_rqe","wdi_acel","wdi_chexppgdp","wdi_dgovhexp","wdi_dprivhexp","wdi_export","wdi_fdiin","wdi_fdiout","wdi_fertility","wdi_gdpcapgr","wdi_gdppppcur","wdi_gini","wdi_imig","wdi_import","wdi_incsh10h","wdi_inflation","wdi_lifexp","wdi_migration","wdi_ophexp","wdi_pop","wdi_popgr","wdi_popurb","wdi_unempilo","who_halet","who_infmortt","who_let","wdi_smop","epi_h2o"
"Chile","CHL","South America",4543982,4670.0739979445,60648,62.3309352517986,19493184,24.282,35.4,11.087,6.938,80.18,22767.037,1.3,8.46,41.5,34.2,NA,2.11,28.79,30.336914,1.90996,1,2,2,2,3,11,1,16,11,15,10,15,1,8,1,7.85,1.831,29,0.851,0.814,4.031,0.98873568,0.070618704,1.0677667,1.0520928,100,9.14051342,4.64688587,49.16165924,31.5448682321507,4.50510433594661,4.63542242014198,1.627,-6.58075571515938,479199231790.661,44.4,2.61551321666127,26.2969679649314,36.3,3.04549084804331,80.181,558539,33.23550415,19116209,0.862530028020963,87.727,11.51,70,6,80.7,89.5,68.099998
"China","CHN","Asia",968880,995.765673175745,5226,5.3710174717369,1425893464,147.674,38.7,10.641,5.929,76.91,15308.712,0.7,9.74,48.4,1.9,NA,4.34,73.61,43.283276,1.99617,0,0,0,0,7,2,6,1,1,6,1.1666666,0,7,23,3,6.53,2.07,69,0.761,0.075,3.587,0.64795923,-0.29106796,-0.059588719,-0.080802105,100,5.35107994,3.018888,43.58293152,18.4969112496804,1.31071878144875,0.746612948696941,1.696,1.97918889499289,24273360028006.3,38.5,0.071076396299372,16.0099766083437,29.4,2.4194218945778,76.912,-1741996,35.75065613,1402112000,0.31409109311522,61.428,5,68.5,6.8,77.4,49.5,59.400002
"Colombia","COL","South America",6302809,6477.70709146968,141646,145.576567317575,51516562,44.223,32.2,7.646,4.312,77.29,13254.949,4.5,7.44,13.5,4.7,65.386,1.71,19.44,60.000931,2.444418,1,2,2,1,11,6,3,12,8,9,7.583333,11,3,18,2,6.82,2.632,61,0.767,0.609,6.1,0.040288609,-0.67359948,-0.49123561,0.31710941,99.7662734985352,7.63980007,5.47120094,28.38554382,13.6821330516426,4.42556205744767,0.724582496757526,1.789,-7.84220649047282,741127933021.843,51.3,0.276047226979187,19.9709695012141,40.3,2.52462053498877,77.287,1023981,15.1307478,50882884,1.07376749290975,81.425,15.44,69,11.8,79.3,15.9,55.799999
"Comoros","COM","Africa",8455,8.6896197327852,161,0.165467625899281,821626,437.352,20.4,2.963,1.726,64.32,1413.89,18.1,11.88,23.6,4.4,15.574,2.2,NA,59.788143,3.9858811,2,2,2,1,12,6,4,8,4,6,4.25,7,5,15,2,6.55,NA,0,0.554,0.36,NA,-1.5934771,-0.2917943,-1.1992319,-1.1784807,84.0482406616211,4.58884811,0.42495197,76.27071381,12.8095669291611,0.315425936424468,0,4.138,2.65426590167957,2881116472.37392,45.3,1.59231629704974,29.2661002614576,33.7,-4.29487331536753,64.321,-10000,74.54656982,869595,2.17435502569656,29.38,8.43,58.9,48.3,67.4,39.1,15.2
"Congo","COG","Africa",24837,25.5262076053443,386,0.396711202466598,5835806,15.405,19,3.402,2.063,64.57,4881.406,37,7.2,52.3,1.7,47.964,NA,35.26,65.86274,4.5909939,1,2,1,1,13,4,5,7,0,6,2.3333333,2,7,18,2,5.08,2.33,21,0.574,0.248,2.043,-1.4348409,-0.89587325,-1.1603793,-1.4310441,48.3297233581543,2.13848233,0.78597683,55.29651642,58.009907056249,26.5180473226173,0.178404091539567,4.374,-10.2439179273642,20077885513.4441,48.9,8.50579936930912,55.9478720111028,37.9,1.81765496949938,64.57,-20000,52.2905159,5518092,2.52500982802432,67.829,10.27,56.2,34.9,64.7,32.1,14.6
"Cook Islands","COK","Oceania",6380,6.55704008221994,1,0.00102774922918808,17003,NA,NA,NA,NA,76.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Costa Rica","CRI","North America",1097629,1128.08735868448,8887,9.13360739979445,5153957,96.079,33.6,9.468,5.694,80.28,15524.995,1.3,8.78,17.4,6.4,83.841,1.13,11.11,44.697445,2.1154089,2,2,2,2,1,11,1,16,11,13,10,15,1,6,1,7.68,1.719,99,0.81,0.899,1.066,0.36221257,0.76154387,0.56991237,0.44986567,99.71,7.56336021,5.47541523,27.59983826,30.9575976968177,3.9171799302991,0.037354226337333,1.737,-5.41233566870993,107138476194.559,48.2,8.77100991087492,28.5790642276807,36.7,0.724911478131358,80.279,21000,22.4164238,5094114,0.91805992540637,80.771,17.08,70,7.5,80.8,19.7,66.099998
"Cote d'Ivoire","CIV","Africa",86870,89.2805755395683,820,0.842754367934224,27478249,76.399,18.7,2.933,1.582,57.78,3601.006,28.2,2.42,NA,NA,19.351,NA,15.74,52.898815,2.6321499,0,1,0,0,16,6,4,9,4,7,6,7,5,18,2,6.18,2.161,7,0.538,0.511,1.945,-0.48064977,-0.97641283,-0.59947675,-0.27584463,68.5501098632813,4.19003773,1.20726717,58.86601639,23.7762775609114,1.45010160325616,0.186572198002025,4.593,-0.737708780487807,143978867398.476,41.5,9.58259865535208,22.6246368942578,31.9,2.42500656821829,57.783,-40000,39.42552948,26378275,2.54058456481746,51.706,3.5,54.8,58.6,62.9,25.9,17.200001
"Croatia","HRV","Europe",1217869,1251.66392600206,16761,17.2261048304214,4060135,73.726,44,19.724,13.053,78.49,22669.797,0.7,5.59,39.9,34.3,NA,5.54,11.11,51.201183,2.3044491,1,2,2,1,2,12,2,13,10,13,9.333334,14,1,15,2,7.36,1.539,18,0.851,0.753,0,0.43771783,0.60740477,0.29417998,0.43393999,100,6.82702351,5.68072224,16.78622055,41.6628883856594,1.92592988231464,0.446509816984797,1.47,-7.95864039331863,115360905458.654,29.7,13.6047139871854,48.8902463799873,22.7,0.771820346498083,78.4243902439025,-40004,10.47844696,4047200,-0.445069568982822,57.553,7.2,68.6,4.1,78.6,73.2,70.199997
"Cuba","CUB","North America",1110790,1141.61356628983,8530,8.76670092497431,11256372,110.408,43.1,14.738,9.719,78.8,NA,NA,8.27,53.3,17.1,85.198,5.2,11.11,39.387894,3.5702779,0,0,0,0,5,0,6,4,1,6,1.6666666,0,7,28,3,NA,2.029,57,0.783,0.184,0,-0.16776577,0.59622091,-0.27807778,-1.5044541,99.8,11.18745422,9.94623375,11.00801563,14.4977511244378,NA,NA,1.602,-0.176403187123782,NA,NA,0.117089665081063,12.5897051474263,NA,NA,78.802,-72000,11.00801563,11326616,-0.0606175631202249,77.194,3.87,67.8,3.8,77.8,54.2,49.599998
"Curacao","CUW","North America",45318,46.5755395683453,287,0.294964028776978,190338,362.644,41.7,16.367,10.068,78.88,NA,NA,11.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP","Europe",578030,594.069886947585,1172,1.20452209660843,896007,127.657,37.3,13.416,8.563,80.98,32415.132,NA,9.24,52.7,19.6,NA,3.4,14.81,38.345688,1.9601901,2,2,2,2,3,12,1,15,11,14,10,15,1,9,1,7.89,1.882,44,0.887,0.825,0.115,0.88321012,0.29182842,0.580854,1.002475,100,6.76976299,2.89758873,56.82214355,67.6522381685836,103.933223573924,2.99563598769056,1.321,-6.39282403398673,34385468807.1818,32.7,16.834034154295,73.8713191015657,27.2,-0.638422797978907,80.982,25000,44.63916016,1207361,0.7304469214141,66.821,7.21,72.4,1.8,83.1,73.4,93.900002
"Czechia","CZE","Europe",4054262,4166.76464542652,40883,42.0174717368962,10510750,137.176,43.3,19.027,11.58,79.38,32605.906,NA,6.82,38.3,30.5,NA,6.63,14.81,48.53204,2.2540431,1,2,2,1,1,12,1,14,9,15,9.75,15,1,9,1,7.87,1.346,25,0.9,0.805,0.315,0.95701498,0.92445856,1.0598812,1.2412091,100,7.64651203,6.32395458,17.29622078,71.4949098621984,4.28907092584754,1.34596241563511,1.71,-5.84075753875882,446544294928.377,25,3.84222568016916,64.5921971919544,21.5,3.16129528497808,79.1292682926829,110057,14.1906004,10698896,0.252925088481678,74.061,2.94,68.8,2.5,79.1,62.9,76.400002
"Democratic Republic of Congo","COD","Africa",92711,95.2836587872559,1405,1.44398766700925,95894118,35.879,17,3.02,1.745,60.68,808.133,77.1,6.1,NA,NA,4.472,NA,27.78,65.320824,3.218601,0,0,1,0,24,3,6,7,2,4,2.1666667,2,7,25,3,5.36,3.184,2,0.48,0.359,7.178,-1.6927431,-1.708182,-1.7905704,-1.5408455,19.1,3.30075741,0.49770063,49.70476913,31.8791226333314,2.68050441477657,0.2526706958553,5.819,-2.34425562278005,101302062812.91,42.1,0.70624628058302,33.5173861708877,32,2.88585107290009,60.681,119303,41.61063766,89561404,3.14265160815163,45.638,4.55,54.1,66.1,62.4,NA,13.5
"Denmark","DNK","Europe",3278340,3369.31140801644,6963,7.15621788283659,5854240,136.52,42.3,19.677,12.325,80.9,46682.515,0.2,6.41,18.8,19.3,NA,2.5,11.11,12.61292,1.875039,2,2,2,1,0,12,1,16,12,15,10,16,1,4,1,8.17,1.268,73,0.94,0.91,1.484,1.8908687,0.94303262,1.8588516,1.790884,100,10.0707159,8.44737244,16.11943626,54.3470372544636,-2.14200987846463,2.78620187064831,1.7,-3.01654547888552,352207782418.47,28.2,10.0989913532723,47.8573987097178,23.5,0.420711974110026,81.2024390243903,75998,13.76510525,5831404,0.291641177476633,88.116,5.66,71,3.2,81.3,37.1,97.400002
"Djibouti","DJI","Africa",15690,16.1253854059609,189,0.194244604316547,1105557,41.285,25.4,4.213,2.38,67.11,2705.406,22.5,6.05,24.5,1.7,NA,1.4,51.33,49.505985,3.7202139,0,2,0,0,12,3,5,6,0,6,4.5,3,7,24,3,6.68,2.183,19,0.524,0.256,0.038,-0.67672539,-0.31837648,-1.0118512,-0.8114574,61.275936126709,2.32438445,1.15207028,30.60101509,153.443249997671,5.263736896086,NA,2.676,-0.969351782688705,5712736862.13118,41.6,12.6541204084874,140.331869996657,32.3,3.31925372703833,67.112,4501,28.88780594,988002,1.4728347321268,78.062,11.57,58,48.4,65.8,NA,18.299999
"Dominica","DMA","North America",14852,15.2641315519013,68,0.0698869475847893,72412,98.567,NA,NA,NA,75,9673.367,NA,11.62,NA,NA,NA,3.8,32.41,27.558083,3.9228899,2,2,2,2,NA,11,1,15,10,15,NA,16,1,8,1,NA,NA,NA,0.742,NA,NA,-0.17958644,1.3462461,0.74050581,0.19599807,100,6.59153605,4.27209282,33.29429626,38.2531003454855,5.6650595575807,0.0073050413306348,NA,-16.9208843090478,751188141.212193,NA,9.24600990643918,71.940178157067,NA,1.50462353858147,NA,NA,32.37599182,71991,0.254522074272768,71.09,NA,NA,30.9,NA,NA,47.5
"Dominican Republic","DOM","North America",640064,657.825282631038,4384,4.50565262076053,11117874,222.873,27.6,6.981,4.419,74.08,14600.861,1.6,8.2,19.1,8.5,55.182,1.6,5.56,64.988312,2.6252739,0,1,2,1,3,10,3,14,7,9,7.583333,10,3,13,2,7.58,1.995,22,0.756,0.594,0,-0.33074224,0.16743344,-0.26417935,-0.013768761,100,5.73298407,2.54011798,54.74419403,18.2956971595932,3.18097442749009,-0.12556328716519,2.323,-7.65706090822447,194575975936.309,41.9,3.94707985294239,25.9979593928743,33.1,3.78103179915516,74.081,-150000,44.74467468,10847904,1.00939108305127,82.54,8.9,64,23.5,72.8,18.7,38.900002
"Ecuador","ECU","South America",997791,1025.4789311408,35873,36.8684480986639,17797737,66.939,28.1,7.104,4.458,77.01,10581.936,3.6,5.55,12.3,2,80.635,1.5,13.89,57.536011,2.4379439,1,2,1,1,7,9,3,13,7,10,7.083333,12,3,16,3,6.68,2.067,18,0.759,0.638,2.606,-0.43884745,-0.36463311,-0.54813164,-0.8860091,100,8.13646507,4.23046207,47.90977097,22.5325811136162,0.889488520238149,0,2.403,-9.15874486974343,192246323002.904,45.7,2.40029910130242,20.7534368924139,34.5,-0.338872392562274,77.01,182000,39.84345627,17643060,1.53874114229084,64.166,6.23,68.5,12,78.4,NA,50.200001
"Egypt","EGY","Africa",515645,529.953751284687,24796,25.4840698869476,109262178,97.999,25.3,5.159,2.891,71.99,10550.206,1.3,17.31,50.1,0.2,89.827,1.6,37.96,45.429821,2.2017651,0,0,0,1,10,1,6,3,2,6,2.3333333,2,6,17,3,5.68,2.41,5,0.707,0.181,6.419,-0.54512203,-1.2073609,-0.35980082,-0.68859607,100,4.947577,1.42153192,70.60444641,13.1838487972509,2.97283696285301,0.0899277491408935,3.28,1.59984859203273,1290207809159.48,31.5,0.537267286680377,20.7749140893471,26.9,5.04493288977533,71.99,-190164,62.26116943,102334403,1.92024763689114,42.783,10.45,63,17.3,71.8,42.7,36.599998
"El Salvador","SLV","North America",201785,207.384378211716,4226,4.34326824254882,6314167,307.811,27.6,8.273,5.417,73.32,7292.458,2.2,8.87,18.8,2.5,90.65,1.3,36.93,58.503262,2.4092519,2,2,2,1,4,8,4,11,6,7,8.25,13,2,13,2,7.39,2.173,34,0.673,0.586,0,-0.35649368,-0.024203978,-0.76086277,-0.01922733,100,7.10940361,4.53943443,35.94503403,25.5304658683568,2.58874905939536,0.394976352812331,2.021,-8.40738698984332,55126019413.2459,38.8,0.686271613393632,43.8965579380747,29.8,-0.371590212323993,73.317,-202694,28.78990173,6486201,0.50466302323087,73.444,6.98,64.9,11.4,75,25.3,41.599998
"Equatorial Guinea","GNQ","Africa",16964,17.4347379239466,183,0.188078108941418,1634466,45.194,22.4,2.846,1.752,58.74,22604.873,NA,7.78,NA,NA,24.64,2.1,NA,72.953346,4.0919752,0,1,0,0,12,0,7,2,0,3,1,0,7,28,3,NA,1.856,49,0.592,0.179,0,-1.4713539,-0.19224048,-1.2538693,-1.5494075,66.5921783447266,2.99830961,0.59562802,77.80912018,43.3250374271682,3.96142681823214,NA,4.429,-8.07963256832578,25171795254.5234,NA,1.28097413201429,46.4502321900014,NA,4.76970498098298,58.735,79998,75.3346405,1402985,3.40761945937311,73.1,9.15,53.9,60.4,62.2,NA,33.099998
"Eritrea","ERI","Africa",10158,10.4398766700925,103,0.105858170606372,3620312,44.304,19.3,3.607,2.171,66.32,1510.459,NA,6.05,11.4,0.2,NA,0.7,NA,59.666794,3.6619251,0,0,0,0,15,0,7,0,1,1,0.75,0,7,24,3,NA,2.572,25,0.459,0.07,0,-1.6167848,-0.98442483,-1.4716198,-2.3351057,50.3857307434082,4.09255791,0.63723993,48.64292145,18.1548372567671,1.8886183675912,NA,3.997,7.20777312849638,5224331270.24732,NA,0.334267017850319,29.2389528621013,NA,NA,66.321,-199290,48.64292145,3213969,1.36371886893331,35.771,7.44,55.7,30.5,64.1,14.5,6.3000002
"Estonia","EST","Europe",598636,615.247687564234,2657,2.73072970195272,1328701,31.033,42.7,19.452,13.491,78.74,29481.252,0.5,4.02,39.3,24.5,NA,4.69,11.11,24.835974,1.953881,2,2,2,2,0,12,1,16,11,14,9.75,15,1,7,1,8.11,1.645,18,0.892,0.89,0.057,1.3433357,0.7101202,1.3822455,1.5353878,100,6.6878767,4.92055178,26.40034294,69.8168170308201,9.41382545912466,1.00616745303875,1.66,-3.2355444443141,51105823748.7351,30.3,15.4163092221449,69.6803349483357,22.4,-0.444531097679859,78.4975609756098,19555,24.67036438,1331057,0.312947615313683,69.229,6.46,69.2,1.9,78.9,61,61.900002
"Eswatini","SWZ","Africa",73368,75.4039054470709,1422,1.46145940390545,1192271,79.492,21.5,3.163,1.845,60.19,7738.975,NA,3.94,16.5,1.7,24.097,2.1,32.66,45.342911,2.2655001,0,1,0,0,7,3,5,5,0,5,0.66666663,1,7,27,3,6.05,2.002,45,0.611,0.135,0,-0.76850319,-0.11874826,-0.53074658,-0.55706489,77.1696395874023,6.54034519,2.14985657,24.61137009,45.8951959242599,2.86186059591838,-0.355151138162425,2.958,-2.65705995243633,10271632913.4936,54.6,2.45374795061268,43.1970647637639,42.7,2.59801620311075,60.194,-41764,11.2639513,1160164,1.04242295901109,24.171,23.4,50.1,38.6,57.7,21.3,12.6
"Ethiopia","ETH","Africa",493305,506.993833504625,7572,7.78211716341213,120283026,104.957,19.8,3.526,2.063,66.6,1729.927,26.7,7.47,8.5,0.4,7.96,0.3,40.74,50.639961,2.2521191,0,1,0,0,20,4,6,4,3,3,3.5833333,4,6,19,3,5.87,2.492,0,0.485,0.335,5.307,-0.55206829,-1.7384573,-0.39779323,-0.95741093,48.2716217041016,3.29555655,0.7701149,40.69766998,7.08963417832595,2.62345955188163,NA,4.146,3.39527006613719,278551908869.177,35,1.07952601222951,16.9285986719216,28.5,15.840322039584,66.597,150002,35.46655273,114963583,2.54138646419898,21.695,2.79,59.9,36.5,68.7,9.2,10.9
"Europe","OWID_EUR","",224635518,230868.980472765,1929041,1982.5704008222,748655221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"European Union","OWID_EUN","",164770831,169343.094552929,1140186,1171.82528263104,447593544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faeroe Islands","FRO","Europe",34658,35.6197327852004,28,0.0287769784172662,52888,35.308,NA,NA,NA,80.67,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Falkland Islands","FLK","South America",1886,1.93833504624872,NA,NA,3764,NA,NA,NA,NA,81.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji","FJI","Oceania",68195,70.087358684481,878,0.902363823227133,924610,49.562,28.6,6.224,3.284,67.44,8702.975,1.4,14.49,34.8,10.2,NA,2.3,35.5,36.864311,3.9634669,0,1,0,0,4,7,3,12,7,10,6.333333,9,3,12,2,6.54,NA,4,0.743,0.418,NA,0.30187494,0.74795443,0.10978258,-0.17034979,100,3.42366552,2.33869004,29.49262047,27.6367543326061,5.86368497436139,0.307681216449463,2.754,-19.6347301986664,10400005893.2504,36.7,1.54134137387981,44.83891354343,29.7,-2.5952432588737,67.444,-31008,14.18784904,896444,0.726492630179755,57.247,4.79,59.6,21.7,68,53.4,34.599998
"Finland","FIN","Europe",1266917,1302.07297019527,5690,5.84789311408016,5535992,18.136,42.8,21.228,13.264,81.91,40585.721,NA,5.76,22.6,18.3,NA,3.28,24.07,8.2231531,1.905835,2,2,2,1,0,12,1,16,12,16,10,16,1,4,1,7.92,1.391,74,0.938,0.878,1.721,1.9489348,0.9446252,2.0788829,1.8547518,100,9.037323,7.09943485,21.43918419,35.8605616780437,5.86253253059629,2.61862529875092,1.35,-2.93377728647859,282563246442.481,27.3,5.73968325726902,35.4744027591202,22.6,0.290554555653313,81.7853658536586,70000,18.43068314,5530719,0.164906516324292,85.517,7.83,71,1.9,81.6,39.3,100
"France","FRA","Europe",34705419,35668.4676258993,154448,158.73381294964,67422000,122.578,42,19.718,13.079,82.66,38605.671,NA,4.77,35.6,30.1,NA,5.98,11.11,25.311569,1.835775,2,2,2,1,1,11,2,14,11,14,9.583334,15,1,7,1,7.55,1.896,53,0.901,0.877,4.614,1.2478083,0.3125098,1.3274114,1.1959656,100,11.25789452,8.26006222,26.6287899,28.0434779746962,1.87952017613513,1.58748522297737,1.87,-8.30941150626434,3115307327635.69,32.4,12.0884793768866,30.2580972703621,26.7,0.476498852725083,82.5780487804878,182636,9.24835968,67391582,0.211906588145578,80.975,8.62,72.1,3.8,82.5,69.2,96.199997
"French Polynesia","PYF","Oceania",76520,78.6433710174717,649,0.667009249743063,304032,77.324,32.7,7.775,4.593,77.66,NA,NA,22.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","GAB","Africa",48655,50.0051387461459,306,0.314491264131552,2341179,7.859,23.1,4.45,2.976,66.47,16562.413,3.4,7.2,NA,NA,NA,6.3,11.11,55.409061,2.86884,2,2,1,1,8,3,5,8,1,5,4.0833335,2,7,22,3,5.8,2.164,9,0.703,0.38,1.43,-0.90990233,-0.077141568,-0.66546243,-0.87843221,90.6852569580078,2.74503946,1.60855591,40.17887878,47.9343790360916,9.20407399093131,-0.200179032089607,3.922,-3.68030389534808,33810229725.8134,38,15.5558595298651,22.6644039959844,27.7,1.17681176042119,66.467,16301,23.11415291,2225728,2.41695722640636,90.092,20.47,57.6,31.1,66.5,NA,27.6
"Gambia","GMB","Africa",12311,12.6526207605344,371,0.381294964028777,2639916,207.566,17.5,2.339,1.417,62.05,1561.767,10.1,1.91,31.2,0.7,7.876,1.1,13.89,43.190594,1.953535,1,1,0,1,15,6,4,8,4,6,5.583333,9,4,23,3,7.04,1.914,1,0.496,0.504,0,-0.67201084,0.24534079,-0.36593255,-0.68757814,59.9212875366211,3.09379649,0.94653189,34.32186127,20.6373775940739,1.7669643260676,0.0089323397813942,5.154,-2.85385142493951,5505227810.76404,35.9,9.67088648285922,34.9013148493857,28.7,5.93127636562439,62.05,-15436,29.33734131,2416664,2.89536550569189,62.582,9.64,57,35.9,65.5,28.8,19.1
"Georgia","GEO","Asia",1735682,1783.84583761562,16889,17.3576567317575,3757980,65.032,38.7,14.864,10.244,73.77,9745.079,4.2,7.11,55.5,5.3,NA,2.6,0,30.463533,2.0237031,0,2,1,1,5,7,3,10,7,12,7.583333,9,4,16,2,8.26,2.025,27,0.812,0.643,0.635,0.78750098,-0.43079311,0.28596574,1.1087667,100,7.11329746,2.80701351,60.00317764,37.3544327314742,7.67353212632608,-0.0990940792129686,2.055,-6.00400511521291,55201246509.2815,35.9,4.22024835167253,55.9142448957624,27.6,5.2024648897533,73.767,-50000,47.668293,3714000,-0.165748398790001,59.453,12.05,64.7,8.5,73.3,59.4,51.599998
"Germany","DEU","Europe",32386089,33284.7780061665,148098,152.207605344296,83408554,237.016,46.6,21.453,15.957,81.33,45229.245,NA,8.31,33.1,28.2,NA,8,14.81,23.843786,1.986254,1,2,2,1,1,12,1,14,12,15,10,15,1,4,1,7.91,1.499,28,0.947,0.879,3.965,1.3607978,0.67101139,1.5579319,1.5827146,100,11.42995071,8.87924862,22.31568336,43.8173235340898,1.75127773192366,2.9291050808242,1.54,-5.06513822443405,4469546275791.66,31.9,14.8790512953233,37.9967769331649,24.6,0.506689889953274,80.9414634146342,2719112,12.6487093,83240525,0.177430343551393,77.453,4.31,70.9,3.2,81.7,55.9,99
"Ghana","GHA","Africa",168580,173.257965056526,1459,1.49948612538541,32833031,126.719,21.1,3.385,1.948,64.07,4227.63,12,4.97,7.7,0.3,41.047,0.9,36.8,56.143906,2.370331,2,2,1,1,11,11,2,14,10,11,9.083334,13,2,11,2,6.69,1.762,17,0.611,0.698,1.743,-0.15265238,0.12586585,-0.038694087,0.00017385959,83.5,3.53888083,1.37637711,48.66785049,35.8426561307871,5.77061395406846,0.874205744924991,3.816,-1.70251701084882,173893741809.25,43.5,1.45739715218881,35.2694273246958,32.2,9.95344087035522,64.074,-50000,37.68502808,31072945,2.13076347294538,57.349,4.53,58,33.9,66.3,7.4,20.799999
"Gibraltar","GIB","Europe",20069,20.6258992805755,108,0.110996916752312,32670,3457.1,NA,NA,NA,79.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greece","GRC","Europe",4804982,4938.31654676259,32757,33.6659815005139,10445365,83.479,45.3,20.396,14.524,82.24,24574.382,1.5,4.55,52,35.3,NA,4.21,14.81,49.185436,2.2284939,1,2,2,1,3,11,2,14,10,14,9.583334,15,1,13,2,7.15,1.872,43,0.888,0.843,4.182,0.44448012,0.12510076,0.32026988,0.55001444,100,7.71544075,4.00687885,47.92967987,31.8880748545979,2.4349660279254,0.423631420662716,1.35,-8.1960783408782,305005122357.204,32.9,11.3423773738507,39.4394058099101,24.9,-1.24795187701348,81.9390243902439,-80000,36.43870163,10715549,-0.0562855184238398,79.715,16.85,70.9,3.3,81.1,78.1,98.199997
"Greenland","GRL","North America",11971,12.3031860226105,21,0.0215827338129496,56243,0.137,NA,NA,NA,71.7,NA,NA,2.16,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grenada","GRD","North America",19403,19.9414182939363,236,0.242548818088386,124610,317.132,29.4,7.304,5.021,72.4,13593.877,NA,10.71,NA,NA,NA,3.7,29.37,32.923088,3.8719239,2,2,2,2,NA,11,2,15,10,13,NA,16,1,5,1,NA,NA,NA,0.779,NA,NA,-0.065413058,1.0345335,0.29263523,-0.17022724,95.4287414550781,4.46386862,1.70504856,58.58798218,23.070344288216,10.8175700671666,0.803424656837645,2.042,-11.6386333237938,1788288701.25049,NA,6.60613152351978,54.3656255844399,NA,0.59814976473601,72.397,-1000,54.48682404,112519,0.460536799472609,36.537,NA,63.9,14.7,72.9,NA,47
